Mode,Indicator,Date,Current,Week Number,Year
Aviation,U.S. Domestic Commercial Flights (Departures),1/31/2020,"27,326",5,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/1/2020,"19,950",5,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/2/2020,"23,223",6,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/3/2020,"26,385",6,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/4/2020,"25,728",6,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/5/2020,"26,088",6,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/6/2020,"26,800",6,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/7/2020,"26,262",6,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/8/2020,"20,189",6,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/9/2020,"24,180",7,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/10/2020,"26,206",7,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/11/2020,"25,835",7,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/12/2020,"26,717",7,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/13/2020,"28,266",7,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/14/2020,"28,150",7,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/15/2020,"21,321",7,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/16/2020,"23,373",8,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/17/2020,"27,008",8,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/18/2020,"27,369",8,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/19/2020,"27,636",8,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/20/2020,"28,062",8,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/21/2020,"27,777",8,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/22/2020,"21,741",8,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/23/2020,"25,466",9,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/24/2020,"26,894",9,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/25/2020,"27,188",9,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/26/2020,"27,558",9,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/27/2020,"28,249",9,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/28/2020,"27,927",9,2020
Aviation,U.S. Domestic Commercial Flights (Departures),2/29/2020,"21,617",9,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/1/2020,"25,436",10,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/2/2020,"26,999",10,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/3/2020,"27,195",10,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/4/2020,"27,658",10,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/5/2020,"28,446",10,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/6/2020,"28,206",10,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/7/2020,"22,723",10,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/8/2020,"25,778",11,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/9/2020,"27,268",11,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/10/2020,"27,414",11,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/11/2020,"27,865",11,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/12/2020,"29,065",11,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/13/2020,"28,541",11,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/14/2020,"23,342",11,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/15/2020,"25,943",12,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/16/2020,"27,234",12,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/17/2020,"26,727",12,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/18/2020,"25,701",12,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/19/2020,"24,129",12,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/20/2020,"23,223",12,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/21/2020,"18,455",12,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/22/2020,"18,805",13,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/23/2020,"17,954",13,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/24/2020,"17,963",13,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/25/2020,"16,601",13,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/26/2020,"16,048",13,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/27/2020,"14,515",13,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/28/2020,"12,390",13,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/29/2020,"13,077",14,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/30/2020,"13,030",14,2020
Aviation,U.S. Domestic Commercial Flights (Departures),3/31/2020,"13,773",14,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/1/2020,"13,147",14,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/2/2020,"12,149",14,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/3/2020,"12,040",14,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/4/2020,"9,625",14,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/5/2020,"10,045",15,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/6/2020,"10,475",15,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/7/2020,"10,795",15,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/8/2020,"10,942",15,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/9/2020,"10,956",15,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/10/2020,"10,357",15,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/11/2020,"8,178",15,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/12/2020,"7,924",16,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/13/2020,"9,113",16,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/14/2020,"9,596",16,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/15/2020,"9,402",16,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/16/2020,"8,947",16,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/17/2020,"8,665",16,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/18/2020,"6,814",16,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/19/2020,"6,824",17,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/20/2020,"7,560",17,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/21/2020,"8,399",17,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/22/2020,"8,614",17,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/23/2020,"8,861",17,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/24/2020,"8,550",17,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/25/2020,"6,679",17,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/26/2020,"6,860",18,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/27/2020,"7,657",18,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/28/2020,"8,515",18,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/29/2020,"8,687",18,2020
Aviation,U.S. Domestic Commercial Flights (Departures),4/30/2020,"9,098",18,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/1/2020,"9,338",18,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/2/2020,"6,801",18,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/3/2020,"7,737",19,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/4/2020,"8,466",19,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/5/2020,"8,635",19,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/6/2020,"9,025",19,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/7/2020,"9,582",19,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/8/2020,"9,534",19,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/9/2020,"7,150",19,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/10/2020,"7,629",20,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/11/2020,"8,548",20,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/12/2020,"8,634",20,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/13/2020,"9,302",20,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/14/2020,"9,855",20,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/15/2020,"9,612",20,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/16/2020,"7,288",20,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/17/2020,"7,946",21,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/18/2020,"8,867",21,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/19/2020,"8,920",21,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/20/2020,"9,811",21,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/21/2020,"10,507",21,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/22/2020,"10,316",21,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/23/2020,"7,730",21,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/24/2020,"8,045",22,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/25/2020,"8,282",22,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/26/2020,"8,497",22,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/27/2020,"10,013",22,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/28/2020,"10,562",22,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/29/2020,"10,196",22,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/30/2020,"7,789",22,2020
Aviation,U.S. Domestic Commercial Flights (Departures),5/31/2020,"8,744",23,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/1/2020,"9,739",23,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/2/2020,"9,755",23,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/3/2020,"10,501",23,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/4/2020,"11,489",23,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/5/2020,"11,271",23,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/6/2020,"8,952",23,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/7/2020,"10,086",24,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/8/2020,"10,958",24,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/9/2020,"11,083",24,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/10/2020,"11,533",24,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/11/2020,"12,691",24,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/12/2020,"12,313",24,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/13/2020,"9,940",24,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/14/2020,"10,948",25,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/15/2020,"11,690",25,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/16/2020,"11,449",25,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/17/2020,"11,871",25,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/18/2020,"13,223",25,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/19/2020,"12,797",25,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/20/2020,"10,523",25,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/21/2020,"11,281",26,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/22/2020,"12,433",26,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/23/2020,"12,128",26,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/24/2020,"12,506",26,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/25/2020,"13,770",26,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/26/2020,"13,407",26,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/27/2020,"11,025",26,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/28/2020,"11,824",27,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/29/2020,"12,666",27,2020
Aviation,U.S. Domestic Commercial Flights (Departures),6/30/2020,"12,740",27,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/1/2020,"13,887",27,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/2/2020,"15,527",27,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/3/2020,"14,320",27,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/4/2020,"10,052",27,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/5/2020,"13,377",28,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/6/2020,"14,828",28,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/7/2020,"15,452",28,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/8/2020,"15,859",28,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/9/2020,"17,520",28,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/10/2020,"17,027",28,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/11/2020,"14,732",28,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/12/2020,"15,717",29,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/13/2020,"16,178",29,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/14/2020,"15,392",29,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/15/2020,"15,940",29,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/16/2020,"17,465",29,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/17/2020,"17,240",29,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/18/2020,"14,928",29,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/19/2020,"15,644",30,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/20/2020,"16,359",30,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/21/2020,"15,463",30,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/22/2020,"15,865",30,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/23/2020,"17,484",30,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/24/2020,"17,278",30,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/25/2020,"14,850",30,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/26/2020,"15,280",31,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/27/2020,"16,174",31,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/28/2020,"15,367",31,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/29/2020,"15,636",31,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/30/2020,"17,219",31,2020
Aviation,U.S. Domestic Commercial Flights (Departures),7/31/2020,"17,139",31,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/1/2020,"15,218",31,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/2/2020,"15,988",32,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/3/2020,"16,889",32,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/4/2020,"15,168",32,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/5/2020,"16,216",32,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/6/2020,"18,105",32,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/7/2020,"17,782",32,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/8/2020,"15,439",32,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/9/2020,"16,298",33,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/10/2020,"16,870",33,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/11/2020,"15,858",33,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/12/2020,"16,333",33,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/13/2020,"18,157",33,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/14/2020,"17,679",33,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/15/2020,"15,397",33,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/16/2020,"16,406",34,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/17/2020,"16,710",34,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/18/2020,"15,725",34,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/19/2020,"16,055",34,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/20/2020,"18,132",34,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/21/2020,"17,483",34,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/22/2020,"14,992",34,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/23/2020,"16,240",35,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/24/2020,"16,586",35,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/25/2020,"15,767",35,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/26/2020,"15,492",35,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/27/2020,"17,691",35,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/28/2020,"17,483",35,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/29/2020,"14,907",35,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/30/2020,"16,089",36,2020
Aviation,U.S. Domestic Commercial Flights (Departures),8/31/2020,"16,608",36,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/1/2020,"15,634",36,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/2/2020,"15,924",36,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/3/2020,"18,364",36,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/4/2020,"17,837",36,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/5/2020,"13,864",36,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/6/2020,"13,276",37,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/7/2020,"15,366",37,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/8/2020,"14,167",37,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/9/2020,"15,166",37,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/10/2020,"16,698",37,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/11/2020,"16,257",37,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/12/2020,"13,553",37,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/13/2020,"14,729",38,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/14/2020,"14,938",38,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/15/2020,"14,176",38,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/16/2020,"15,042",38,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/17/2020,"16,652",38,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/18/2020,"16,351",38,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/19/2020,"13,619",38,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/20/2020,"14,934",39,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/21/2020,"15,118",39,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/22/2020,"14,520",39,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/23/2020,"15,376",39,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/24/2020,"16,947",39,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/25/2020,"16,441",39,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/26/2020,"13,714",39,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/27/2020,"15,030",40,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/28/2020,"15,260",40,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/29/2020,"14,783",40,2020
Aviation,U.S. Domestic Commercial Flights (Departures),9/30/2020,"15,374",40,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/1/2020,"17,488",40,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/2/2020,"17,031",40,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/3/2020,"14,211",40,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/4/2020,"15,646",41,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/5/2020,"15,926",41,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/6/2020,"14,675",41,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/7/2020,"15,240",41,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/8/2020,"18,165",41,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/9/2020,"17,768",41,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/10/2020,"14,625",41,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/11/2020,"16,249",42,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/12/2020,"16,753",42,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/13/2020,"15,100",42,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/14/2020,"15,663",42,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/15/2020,"18,222",42,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/16/2020,"17,878",42,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/17/2020,"14,732",42,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/18/2020,"16,747",43,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/19/2020,"16,697",43,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/20/2020,"15,131",43,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/21/2020,"15,598",43,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/22/2020,"18,071",43,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/23/2020,"17,755",43,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/24/2020,"14,315",43,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/25/2020,"15,611",44,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/26/2020,"15,850",44,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/27/2020,"14,730",44,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/28/2020,"15,243",44,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/29/2020,"17,407",44,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/30/2020,"17,176",44,2020
Aviation,U.S. Domestic Commercial Flights (Departures),10/31/2020,"12,219",44,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/1/2020,"15,133",45,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/2/2020,"15,904",45,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/3/2020,"13,952",45,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/4/2020,"15,089",45,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/5/2020,"18,151",45,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/6/2020,"17,764",45,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/7/2020,"14,268",45,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/8/2020,"16,695",46,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/9/2020,"16,900",46,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/10/2020,"14,881",46,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/11/2020,"15,507",46,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/12/2020,"18,515",46,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/13/2020,"18,170",46,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/14/2020,"14,699",46,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/15/2020,"16,895",47,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/16/2020,"17,177",47,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/17/2020,"14,978",47,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/18/2020,"16,071",47,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/19/2020,"19,116",47,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/20/2020,"19,529",47,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/21/2020,"17,440",47,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/22/2020,"18,046",48,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/23/2020,"17,193",48,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/24/2020,"19,997",48,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/25/2020,"19,979",48,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/26/2020,"9,355",48,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/27/2020,"15,825",48,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/28/2020,"18,482",48,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/29/2020,"19,810",49,2020
Aviation,U.S. Domestic Commercial Flights (Departures),11/30/2020,"19,263",49,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/1/2020,"17,901",49,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/2/2020,"15,779",49,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/3/2020,"17,896",49,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/4/2020,"17,441",49,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/5/2020,"13,581",49,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/6/2020,"15,776",50,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/7/2020,"16,311",50,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/8/2020,"14,914",50,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/9/2020,"15,541",50,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/10/2020,"18,015",50,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/11/2020,"17,477",50,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/12/2020,"13,625",50,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/13/2020,"15,858",51,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/14/2020,"16,421",51,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/15/2020,"15,515",51,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/16/2020,"15,508",51,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/17/2020,"18,919",51,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/18/2020,"20,713",51,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/19/2020,"19,503",51,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/20/2020,"18,771",52,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/21/2020,"19,179",52,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/22/2020,"20,230",52,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/23/2020,"20,644",52,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/24/2020,"15,039",52,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/25/2020,"10,979",52,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/26/2020,"18,182",52,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/27/2020,"18,525",53,2020
